contig_name	Start Coor	Stop Coordinate	ORF_code	Sum of per_base coverage	human_readable_names
contig-100_1971	55.0	345.0	KEAHIEPK_04798	2120.0	hypothetical protein
contig-100_1971	919.0	1128.0	KEAHIEPK_04799	1281.0	hypothetical protein
contig-100_1971	1177.0	1359.0	KEAHIEPK_04800	841.0	hypothetical protein
contig-100_1973	13.0	1389.0	KEAHIEPK_04801	17986.0	hypothetical protein
contig-100_1974	109.0	600.0	KEAHIEPK_04802	4126.0	hypothetical protein
contig-100_1974	649.0	882.0	KEAHIEPK_04803	2453.0	hypothetical protein
contig-100_1974	1017.0	1385.0	KEAHIEPK_04804	3448.0	Bifunctional purine biosynthesis protein PurH
contig-100_1975	382.0	1125.0	KEAHIEPK_04805	5425.0	hypothetical protein
contig-100_1977	7.0	744.0	KEAHIEPK_04806	5155.0	hypothetical protein
contig-100_1978	28.0	378.0	KEAHIEPK_04807	1693.0	UvrABC system protein B
contig-100_1978	365.0	1387.0	KEAHIEPK_04808	7288.0	Deoxyhypusine synthase-like protein
contig-100_1979	53.0	808.0	KEAHIEPK_04809	8271.0	hypothetical protein
contig-100_1979	812.0	1402.0	KEAHIEPK_04810	3711.0	hypothetical protein
contig-100_1980	908.0	1414.0	KEAHIEPK_04811	2481.0	Pyruvate, phosphate dikinase
contig-100_1981	15.0	518.0	KEAHIEPK_04812	3567.0	hypothetical protein
contig-100_1981	568.0	1041.0	KEAHIEPK_04813	3048.0	Peroxiredoxin Bcp
contig-100_1981	1118.0	1273.0	KEAHIEPK_04814	840.0	hypothetical protein
contig-100_1982	280.0	837.0	KEAHIEPK_04815	5430.0	hypothetical protein
contig-100_1983	68.0	367.0	KEAHIEPK_04816	2061.0	N-acetyldiaminopimelate deacetylase
contig-100_1983	294.0	563.0	KEAHIEPK_04817	1590.0	hypothetical protein
contig-100_1983	579.0	857.0	KEAHIEPK_04818	1471.0	hypothetical protein
contig-100_1986	171.0	407.0	KEAHIEPK_04819	1101.0	50S ribosomal protein L28
contig-100_1986	407.0	622.0	KEAHIEPK_04820	1539.0	hypothetical protein
contig-100_1986	603.0	1073.0	KEAHIEPK_04821	2296.0	F420H(2)-dependent quinone reductase
contig-100_1987	7.0	204.0	KEAHIEPK_04822	691.0	hypothetical protein
contig-100_1987	117.0	290.0	KEAHIEPK_04823	641.0	hypothetical protein
contig-100_1987	419.0	1417.0	KEAHIEPK_04824	8710.0	Cobalt-zinc-cadmium resistance protein CzcA
contig-100_1988	416.0	1291.0	KEAHIEPK_04825	6045.0	Outer membrane porin F
contig-100_1989	199.0	705.0	KEAHIEPK_04826	2698.0	hypothetical protein
contig-100_1990	53.0	382.0	KEAHIEPK_04827	2443.0	hypothetical protein
contig-100_1990	387.0	1316.0	KEAHIEPK_04828	7714.0	hypothetical protein
contig-100_1991	8.0	1441.0	KEAHIEPK_04829	13830.0	60 kDa chaperonin
contig-100_1992	444.0	863.0	KEAHIEPK_04830	4111.0	hypothetical protein
contig-100_1992	865.0	1440.0	KEAHIEPK_04831	6103.0	Histidinol-phosphate aminotransferase
contig-100_1993	17.0	1195.0	KEAHIEPK_04832	11160.0	Macrolide export protein MacA
contig-100_1994	31.0	303.0	KEAHIEPK_04833	2696.0	hypothetical protein
contig-100_1995	176.0	631.0	KEAHIEPK_04834	2726.0	hypothetical protein
contig-100_1995	809.0	991.0	KEAHIEPK_04835	813.0	hypothetical protein
contig-100_1996	1189.0	1317.0	KEAHIEPK_04836	454.0	hypothetical protein
contig-100_1997	311.0	1387.0	KEAHIEPK_04837	20743.0	Putative amino-acid ABC transporter-binding protein YhdW
contig-100_1998	75.0	467.0	KEAHIEPK_04838	2427.0	hypothetical protein
contig-100_1998	458.0	883.0	KEAHIEPK_04839	2887.0	hypothetical protein
contig-100_1998	742.0	1434.0	KEAHIEPK_04840	4252.0	Lysine--tRNA ligase, heat inducible
contig-100_1999	482.0	1438.0	KEAHIEPK_04841	3921.0	hypothetical protein
contig-100_2000	118.0	339.0	KEAHIEPK_04842	856.0	hypothetical protein
contig-100_2000	336.0	1403.0	KEAHIEPK_04843	5971.0	Sialic acid TRAP transporter large permease protein SiaM
contig-100_2001	5.0	565.0	KEAHIEPK_04844	2415.0	Acetaldehyde dehydrogenase
contig-100_2001	567.0	1319.0	KEAHIEPK_04845	3775.0	4-hydroxy-2-oxovalerate aldolase
contig-100_2002	170.0	1114.0	KEAHIEPK_04846	6066.0	L-2,4-diaminobutyrate decarboxylase
contig-100_2002	1011.0	1391.0	KEAHIEPK_04847	3097.0	hypothetical protein
contig-100_2003	37.0	480.0	KEAHIEPK_04848	2456.0	hypothetical protein
contig-100_2003	763.0	1335.0	KEAHIEPK_04849	3607.0	hypothetical protein
contig-100_2003	1286.0	1438.0	KEAHIEPK_04850	357.0	hypothetical protein
contig-100_2004	299.0	1117.0	KEAHIEPK_04851	5116.0	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
contig-100_2004	1162.0	1437.0	KEAHIEPK_04852	1510.0	hypothetical protein
contig-100_2005	6.0	614.0	KEAHIEPK_04853	3353.0	NADH pyrophosphatase
contig-100_2005	739.0	1056.0	KEAHIEPK_04854	1687.0	hypothetical protein
contig-100_2005	1097.0	1315.0	KEAHIEPK_04855	1077.0	hypothetical protein
contig-100_2006	209.0	697.0	KEAHIEPK_04856	3600.0	Colicin V production protein
contig-100_2007	108.0	326.0	KEAHIEPK_04857	952.0	hypothetical protein
contig-100_2007	506.0	1360.0	KEAHIEPK_04858	5997.0	hypothetical protein
contig-100_2008	356.0	1426.0	KEAHIEPK_04859	8036.0	GTPase Der
contig-100_2009	31.0	585.0	KEAHIEPK_04860	4177.0	2-dehydro-3-deoxygluconokinase
contig-100_2009	586.0	1407.0	KEAHIEPK_04861	4230.0	hypothetical protein
contig-100_2010	179.0	1195.0	KEAHIEPK_04862	4610.0	putative ABC transporter-binding protein
contig-100_2011	538.0	1170.0	KEAHIEPK_04863	5832.0	Ubiquinol-cytochrome c reductase iron-sulfur subunit
contig-100_2012	63.0	251.0	KEAHIEPK_04864	544.0	Histidine transport ATP-binding protein HisP
contig-100_2012	361.0	1404.0	KEAHIEPK_04865	7776.0	hypothetical protein
contig-100_2013	214.0	426.0	KEAHIEPK_04866	1569.0	hypothetical protein
contig-100_2013	413.0	1210.0	KEAHIEPK_04867	3813.0	tRNA pseudouridine synthase A
contig-100_2014	93.0	233.0	KEAHIEPK_04868	926.0	Phosphate import ATP-binding protein PstB
contig-100_2014	386.0	1399.0	KEAHIEPK_04869	5879.0	Acetyl-CoA acetyltransferase
contig-100_2015	181.0	1134.0	KEAHIEPK_04870	8817.0	hypothetical protein
contig-100_2016	205.0	1122.0	KEAHIEPK_04871	3961.0	Protease 4
contig-100_2016	1114.0	1398.0	KEAHIEPK_04872	1022.0	Fe-S protein maturation auxiliary factor SufT
contig-100_2017	151.0	279.0	KEAHIEPK_04873	1143.0	hypothetical protein
contig-100_2017	655.0	858.0	KEAHIEPK_04874	1574.0	hypothetical protein
contig-100_2017	877.0	1152.0	KEAHIEPK_04875	1841.0	hypothetical protein
contig-100_2018	59.0	397.0	KEAHIEPK_04876	2740.0	hypothetical protein
contig-100_2018	465.0	1421.0	KEAHIEPK_04877	4953.0	Glyoxylate/hydroxypyruvate reductase A
contig-100_2019	173.0	352.0	KEAHIEPK_04878	1333.0	hypothetical protein
contig-100_2019	495.0	1424.0	KEAHIEPK_04879	6544.0	Adenylosuccinate lyase
contig-100_2020	35.0	739.0	KEAHIEPK_04880	5832.0	hypothetical protein
contig-100_2020	731.0	1390.0	KEAHIEPK_04881	4762.0	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
contig-100_2021	214.0	771.0	KEAHIEPK_04882	3173.0	hypothetical protein
contig-100_2023	94.0	666.0	KEAHIEPK_04883	4608.0	3-oxoacyl-[acyl-carrier-protein] reductase FabG
contig-100_2023	682.0	1383.0	KEAHIEPK_04884	4835.0	hypothetical protein
contig-100_2024	30.0	158.0	KEAHIEPK_04885	2418.0	hypothetical protein
contig-100_2024	232.0	1044.0	KEAHIEPK_04886	15624.0	hypothetical protein
contig-100_2025	183.0	1223.0	KEAHIEPK_04887	4148.0	hypothetical protein
contig-100_2026	43.0	831.0	KEAHIEPK_04888	5614.0	hypothetical protein
contig-100_2026	1060.0	1401.0	KEAHIEPK_04889	2150.0	hypothetical protein
contig-100_2027	171.0	1316.0	KEAHIEPK_04890	5725.0	Aminomethyltransferase
contig-100_2028	29.0	706.0	KEAHIEPK_04891	5773.0	Riboflavin transporter
contig-100_2028	932.0	1129.0	KEAHIEPK_04892	800.0	hypothetical protein
contig-100_2029	77.0	304.0	KEAHIEPK_04893	1031.0	hypothetical protein
contig-100_2029	706.0	1158.0	KEAHIEPK_04894	2502.0	Regulator of nucleoside diphosphate kinase
contig-100_2030	338.0	553.0	KEAHIEPK_04895	678.0	hypothetical protein
contig-100_2030	614.0	1360.0	KEAHIEPK_04896	5221.0	HTH-type transcriptional regulator HexR
contig-100_2031	700.0	1053.0	KEAHIEPK_04897	2140.0	HTH-type transcriptional repressor CzrA
contig-100_2031	1094.0	1357.0	KEAHIEPK_04898	2193.0	Dihydrolipoyl dehydrogenase
contig-100_2032	13.0	198.0	KEAHIEPK_04899	648.0	Twitching mobility protein
contig-100_2032	289.0	1425.0	KEAHIEPK_04900	6632.0	Twitching mobility protein
contig-100_2033	77.0	241.0	KEAHIEPK_04901	674.0	hypothetical protein
contig-100_2033	392.0	802.0	KEAHIEPK_04902	2588.0	hypothetical protein
contig-100_2033	927.0	1424.0	KEAHIEPK_04903	2602.0	hypothetical protein
contig-100_2034	106.0	282.0	KEAHIEPK_04904	1396.0	hypothetical protein
contig-100_2034	857.0	1363.0	KEAHIEPK_04905	6674.0	Formyltetrahydrofolate deformylase
contig-100_2035	66.0	1121.0	KEAHIEPK_04906	3278.0	Peptide chain release factor 1
contig-100_2036	847.0	1341.0	KEAHIEPK_04907	3627.0	hypothetical protein
contig-100_2037	95.0	1351.0	KEAHIEPK_04908	8310.0	Thermostable monoacylglycerol lipase
contig-100_2038	623.0	808.0	KEAHIEPK_04909	1230.0	hypothetical protein
contig-100_2039	972.0	1169.0	KEAHIEPK_04910	491.0	hypothetical protein
contig-100_2041	59.0	1285.0	KEAHIEPK_04911	7936.0	hypothetical protein
contig-100_2042	49.0	258.0	KEAHIEPK_04912	1905.0	hypothetical protein
contig-100_2042	255.0	488.0	KEAHIEPK_04913	1922.0	hypothetical protein
contig-100_2042	481.0	630.0	KEAHIEPK_04914	2047.0	hypothetical protein
contig-100_2042	633.0	899.0	KEAHIEPK_04915	4615.0	hypothetical protein
contig-100_2042	896.0	1108.0	KEAHIEPK_04916	2139.0	hypothetical protein
contig-100_2043	88.0	951.0	KEAHIEPK_04917	5674.0	hypothetical protein
contig-100_2043	991.0	1422.0	KEAHIEPK_04918	6459.0	hypothetical protein
contig-100_2044	64.0	648.0	KEAHIEPK_04919	3539.0	hypothetical protein
contig-100_2045	109.0	468.0	KEAHIEPK_04920	6115.0	Purine-binding protein
contig-100_2045	517.0	1041.0	KEAHIEPK_04921	7240.0	Xanthine phosphoribosyltransferase
contig-100_2045	1057.0	1404.0	KEAHIEPK_04922	3203.0	hypothetical protein
contig-100_2047	33.0	923.0	KEAHIEPK_04923	6878.0	Ectoine/proline transporter ProP
contig-100_2048	68.0	904.0	KEAHIEPK_04924	3199.0	Oxidoreductase UcpA
contig-100_2048	960.0	1172.0	KEAHIEPK_04925	425.0	Cold shock protein 1
contig-100_2049	91.0	426.0	KEAHIEPK_04926	1051.0	hypothetical protein
contig-100_2049	443.0	1042.0	KEAHIEPK_04927	2314.0	Putative 3-methyladenine DNA glycosylase
contig-100_2049	1071.0	1289.0	KEAHIEPK_04928	969.0	hypothetical protein
contig-100_2050	177.0	1379.0	KEAHIEPK_04929	6832.0	hypothetical protein
contig-100_2051	375.0	632.0	KEAHIEPK_04930	1012.0	hypothetical protein
contig-100_2051	632.0	787.0	KEAHIEPK_04931	670.0	hypothetical protein
contig-100_2051	781.0	1035.0	KEAHIEPK_04932	1228.0	hypothetical protein
contig-100_2052	359.0	1174.0	KEAHIEPK_04933	7902.0	tRNA pseudouridine synthase C
contig-100_2052	1191.0	1334.0	KEAHIEPK_04934	760.0	hypothetical protein
contig-100_2053	279.0	488.0	KEAHIEPK_04935	1786.0	ATP synthase subunit a
contig-100_2053	509.0	736.0	KEAHIEPK_04936	1822.0	ATP synthase subunit c
contig-100_2053	746.0	1291.0	KEAHIEPK_04937	4000.0	ATP synthase subunit b
contig-100_2054	26.0	355.0	KEAHIEPK_04938	2166.0	hypothetical protein
contig-100_2054	193.0	1212.0	KEAHIEPK_04939	8019.0	ADP-heptose--LPS heptosyltransferase 2
contig-100_2054	1209.0	1334.0	KEAHIEPK_04940	1199.0	hypothetical protein
contig-100_2055	68.0	1423.0	KEAHIEPK_04941	9344.0	C4-dicarboxylate TRAP transporter large permease protein DctM
contig-100_2057	348.0	599.0	KEAHIEPK_04942	1473.0	hypothetical protein
contig-100_2057	602.0	1189.0	KEAHIEPK_04943	2026.0	hypothetical protein
contig-100_2057	1190.0	1333.0	KEAHIEPK_04944	522.0	hypothetical protein
contig-100_2058	16.0	498.0	KEAHIEPK_04945	3660.0	hypothetical protein
contig-100_2058	1064.0	1282.0	KEAHIEPK_04946	1442.0	hypothetical protein
contig-100_2059	35.0	304.0	KEAHIEPK_04947	1283.0	hypothetical protein
contig-100_2059	572.0	1291.0	KEAHIEPK_04948	3362.0	Histidine transport system permease protein HisQ
contig-100_2060	638.0	1378.0	KEAHIEPK_04949	9271.0	hypothetical protein
contig-100_2061	737.0	1276.0	KEAHIEPK_04950	5084.0	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
contig-100_2061	1276.0	1419.0	KEAHIEPK_04951	737.0	hypothetical protein
contig-100_2062	326.0	679.0	KEAHIEPK_04952	2565.0	hypothetical protein
contig-100_2063	280.0	1344.0	KEAHIEPK_04953	6067.0	L-threonine dehydratase biosynthetic IlvA
contig-100_2064	504.0	749.0	KEAHIEPK_04954	1961.0	hypothetical protein
contig-100_2065	332.0	811.0	KEAHIEPK_04955	2070.0	hypothetical protein
contig-100_2065	872.0	1243.0	KEAHIEPK_04956	2158.0	hypothetical protein
contig-100_2066	17.0	328.0	KEAHIEPK_04957	2752.0	hypothetical protein
contig-100_2066	342.0	1343.0	KEAHIEPK_04958	6123.0	hypothetical protein
contig-100_2067	107.0	1240.0	KEAHIEPK_04959	7740.0	Toluene efflux pump periplasmic linker protein TtgD
contig-100_2068	207.0	332.0	KEAHIEPK_04960	555.0	hypothetical protein
contig-100_2068	422.0	1084.0	KEAHIEPK_04961	4787.0	Thiamine-phosphate synthase
contig-100_2068	1087.0	1425.0	KEAHIEPK_04962	2406.0	hypothetical protein
contig-100_2069	9.0	947.0	KEAHIEPK_04963	4982.0	putative HTH-type transcriptional regulator
contig-100_2069	988.0	1344.0	KEAHIEPK_04964	2751.0	Acetylornithine deacetylase
contig-100_2070	34.0	720.0	KEAHIEPK_04965	3167.0	Citrate synthase
contig-100_2070	721.0	1278.0	KEAHIEPK_04966	2119.0	hypothetical protein
contig-100_2071	48.0	896.0	KEAHIEPK_04967	4362.0	hypothetical protein
contig-100_2071	898.0	1407.0	KEAHIEPK_04968	2862.0	hypothetical protein
contig-100_2072	198.0	860.0	KEAHIEPK_04969	3888.0	hypothetical protein
contig-100_2072	916.0	1428.0	KEAHIEPK_04970	2439.0	Dihydropteroate synthase
contig-100_2073	180.0	1031.0	KEAHIEPK_04971	2854.0	D-glycero-alpha-D-manno-heptose 7-phosphate kinase
contig-100_2073	990.0	1121.0	KEAHIEPK_04972	953.0	hypothetical protein
contig-100_2074	609.0	1427.0	KEAHIEPK_04973	3798.0	ATPase RavA
contig-100_2075	298.0	1326.0	KEAHIEPK_04974	6202.0	hypothetical protein
contig-100_2076	152.0	1000.0	KEAHIEPK_04975	6316.0	Cyanophycinase
contig-100_2077	23.0	883.0	KEAHIEPK_04976	5085.0	hypothetical protein
contig-100_2078	44.0	1348.0	KEAHIEPK_04977	5715.0	Chaperone SurA
contig-100_2079	131.0	862.0	KEAHIEPK_04978	4581.0	hypothetical protein
contig-100_2079	1205.0	1423.0	KEAHIEPK_04979	1497.0	hypothetical protein
contig-100_2080	449.0	1414.0	KEAHIEPK_04980	4160.0	hypothetical protein
contig-100_2081	77.0	253.0	KEAHIEPK_04981	864.0	hypothetical protein
contig-100_2081	398.0	1075.0	KEAHIEPK_04982	3732.0	hypothetical protein
contig-100_2081	1085.0	1399.0	KEAHIEPK_04983	2812.0	hypothetical protein
contig-100_2082	56.0	295.0	KEAHIEPK_04984	1201.0	hypothetical protein
contig-100_2082	197.0	1294.0	KEAHIEPK_04985	7590.0	hypothetical protein
contig-100_2083	38.0	652.0	KEAHIEPK_04986	4365.0	3-oxoacyl-[acyl-carrier-protein] synthase 1
contig-100_2083	783.0	1403.0	KEAHIEPK_04987	5220.0	1-acyl-sn-glycerol-3-phosphate acyltransferase
contig-100_2084	60.0	1403.0	KEAHIEPK_04988	9120.0	Nitrate reductase
contig-100_2085	211.0	1146.0	KEAHIEPK_04989	5091.0	hypothetical protein
contig-100_2086	51.0	1385.0	KEAHIEPK_04990	11136.0	Mercuric reductase
contig-100_2087	297.0	611.0	KEAHIEPK_04991	2284.0	hypothetical protein
contig-100_2087	1171.0	1362.0	KEAHIEPK_04992	562.0	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
contig-100_2088	3.0	482.0	KEAHIEPK_04993	2602.0	2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
contig-100_2088	606.0	1400.0	KEAHIEPK_04994	5647.0	S-adenosylmethionine decarboxylase proenzyme
contig-100_2089	207.0	743.0	KEAHIEPK_04995	5212.0	Ribonuclease H
contig-100_2089	744.0	1211.0	KEAHIEPK_04996	2898.0	hypothetical protein
contig-100_2090	242.0	874.0	KEAHIEPK_04997	5895.0	Stringent starvation protein A
contig-100_2090	1042.0	1353.0	KEAHIEPK_04998	2564.0	Ammonia monooxygenase gamma subunit
contig-100_2092	1138.0	1416.0	KEAHIEPK_04999	1650.0	Thiol:disulfide interchange protein DsbG
contig-100_2093	151.0	897.0	KEAHIEPK_05000	3098.0	putative TonB-dependent receptor
contig-100_2094	15.0	962.0	KEAHIEPK_05001	6180.0	Lipid A export ATP-binding/permease protein MsbA
contig-100_2094	896.0	1315.0	KEAHIEPK_05002	4634.0	hypothetical protein
contig-100_2095	99.0	353.0	KEAHIEPK_05003	1401.0	hypothetical protein
contig-100_2095	471.0	1235.0	KEAHIEPK_05004	3940.0	N-succinylarginine dihydrolase
contig-100_2096	10.0	525.0	KEAHIEPK_05005	1608.0	hypothetical protein
contig-100_2096	799.0	1245.0	KEAHIEPK_05006	2849.0	hypothetical protein
contig-100_2097	207.0	425.0	KEAHIEPK_05007	1575.0	ATP synthase subunit c
contig-100_2097	429.0	893.0	KEAHIEPK_05008	10056.0	hypothetical protein
contig-100_2097	847.0	1374.0	KEAHIEPK_05009	4589.0	hypothetical protein
contig-100_2098	176.0	1399.0	KEAHIEPK_05010	6792.0	NADH oxidase
contig-100_2099	605.0	1378.0	KEAHIEPK_05011	3509.0	Vegetative protein 296
contig-100_2100	132.0	1364.0	KEAHIEPK_05012	6636.0	Tyrosine-protein kinase wzc
contig-100_2101	55.0	870.0	KEAHIEPK_05013	9444.0	Lysine--tRNA ligase
contig-100_2101	867.0	1340.0	KEAHIEPK_05014	5034.0	Heptaprenyl diphosphate synthase component 2
contig-100_2102	419.0	1153.0	KEAHIEPK_05015	4345.0	hypothetical protein
contig-100_2103	405.0	1142.0	KEAHIEPK_05016	4215.0	Sigma factor AlgU negative regulatory protein
contig-100_2104	296.0	571.0	KEAHIEPK_05017	2574.0	DNA-binding protein HU
contig-100_2104	745.0	1101.0	KEAHIEPK_05018	2224.0	hypothetical protein
contig-100_2104	1243.0	1377.0	KEAHIEPK_05019	560.0	hypothetical protein
contig-100_2105	444.0	590.0	KEAHIEPK_05020	438.0	hypothetical protein
contig-100_2105	1177.0	1392.0	KEAHIEPK_05021	454.0	hypothetical protein
contig-100_2106	989.0	1162.0	KEAHIEPK_05022	1341.0	hypothetical protein
contig-100_2107	147.0	1226.0	KEAHIEPK_05023	10211.0	Adenylosuccinate synthetase
contig-100_2108	168.0	1292.0	KEAHIEPK_05024	28530.0	hypothetical protein
contig-100_2109	27.0	839.0	KEAHIEPK_05025	6188.0	NADH-quinone oxidoreductase subunit F
			KEAHIEPK_05026		hypothetical protein
contig-100_2110	1052.0	1336.0	KEAHIEPK_05027	880.0	putative ABC transporter ATP-binding protein YknY
contig-100_2111	646.0	996.0	KEAHIEPK_05028	2510.0	hypothetical protein
contig-100_2112	3.0	170.0	KEAHIEPK_05029	547.0	hypothetical protein
contig-100_2112	303.0	746.0	KEAHIEPK_05030	2322.0	hypothetical protein
contig-100_2112	822.0	1103.0	KEAHIEPK_05031	1393.0	hypothetical protein
contig-100_2113	304.0	465.0	KEAHIEPK_05032	4055.0	hypothetical protein
contig-100_2113	528.0	788.0	KEAHIEPK_05033	7230.0	hypothetical protein
contig-100_2113	801.0	1007.0	KEAHIEPK_05034	7829.0	hypothetical protein
contig-100_2113	1007.0	1171.0	KEAHIEPK_05035	5313.0	hypothetical protein
contig-100_2114	82.0	645.0	KEAHIEPK_05036	4432.0	hypothetical protein
contig-100_2114	728.0	1402.0	KEAHIEPK_05037	4075.0	N-succinylarginine dihydrolase
contig-100_2115	208.0	801.0	KEAHIEPK_05038	2758.0	Outer membrane protein W
contig-100_2115	1162.0	1383.0	KEAHIEPK_05039	962.0	hypothetical protein
contig-100_2116	622.0	930.0	KEAHIEPK_05040	1153.0	hypothetical protein
contig-100_2116	930.0	1361.0	KEAHIEPK_05041	2995.0	putative protein YaeQ
contig-100_2118	24.0	305.0	KEAHIEPK_05042	1545.0	hypothetical protein
contig-100_2118	417.0	1127.0	KEAHIEPK_05043	4135.0	hypothetical protein
contig-100_2118	1144.0	1341.0	KEAHIEPK_05044	941.0	hypothetical protein
contig-100_2120	352.0	759.0	KEAHIEPK_05045	2745.0	hypothetical protein
contig-100_2120	1146.0	1358.0	KEAHIEPK_05046	886.0	hypothetical protein
contig-100_2121	282.0	1328.0	KEAHIEPK_05047	5502.0	Diacylglycerol kinase
contig-100_2122	739.0	1152.0	KEAHIEPK_05048	1385.0	hypothetical protein
contig-100_2122	1224.0	1358.0	KEAHIEPK_05049	609.0	hypothetical protein
contig-100_2124	69.0	704.0	KEAHIEPK_05050	3473.0	hypothetical protein
contig-100_2124	891.0	1061.0	KEAHIEPK_05051	694.0	hypothetical protein
contig-100_2124	1101.0	1349.0	KEAHIEPK_05052	1296.0	hypothetical protein
contig-100_2125	79.0	624.0	KEAHIEPK_05053	5814.0	hypothetical protein
contig-100_2125	667.0	1116.0	KEAHIEPK_05054	3957.0	Sensor protein ZraS
contig-100_2126	113.0	616.0	KEAHIEPK_05055	3315.0	hypothetical protein
contig-100_2126	613.0	1356.0	KEAHIEPK_05056	4529.0	hypothetical protein
contig-100_2127	93.0	1214.0	KEAHIEPK_05057	7391.0	Signal transduction histidine-protein kinase AtoS
contig-100_2128	290.0	1219.0	KEAHIEPK_05058	7599.0	hypothetical protein
contig-100_2129	10.0	1128.0	KEAHIEPK_05059	13340.0	Adenosylhomocysteinase
contig-100_2130	111.0	1310.0	KEAHIEPK_05060	10146.0	2-isopropylmalate synthase
contig-100_2131	321.0	740.0	KEAHIEPK_05061	3019.0	hypothetical protein
contig-100_2131	924.0	1373.0	KEAHIEPK_05062	1262.0	hypothetical protein
contig-100_2132	503.0	1069.0	KEAHIEPK_05063	4406.0	hypothetical protein
contig-100_2132	1066.0	1299.0	KEAHIEPK_05064	3529.0	hypothetical protein
contig-100_2133	74.0	283.0	KEAHIEPK_05065	1947.0	hypothetical protein
contig-100_2133	350.0	1285.0	KEAHIEPK_05066	7310.0	hypothetical protein
contig-100_2133	1257.0	1397.0	KEAHIEPK_05067	744.0	Cell division topological specificity factor
contig-100_2134	744.0	1265.0	KEAHIEPK_05068	3635.0	hypothetical protein
contig-100_2135	106.0	693.0	KEAHIEPK_05069	3704.0	hypothetical protein
contig-100_2135	1115.0	1330.0	KEAHIEPK_05070	703.0	hypothetical protein
contig-100_2136	56.0	523.0	KEAHIEPK_05071	2556.0	Ribosomal RNA small subunit methyltransferase G
contig-100_2136	496.0	1098.0	KEAHIEPK_05072	3507.0	hypothetical protein
contig-100_2136	1147.0	1347.0	KEAHIEPK_05073	1872.0	hypothetical protein
contig-100_2137	872.0	1243.0	KEAHIEPK_05074	3040.0	CRISPR-associated endonuclease Cas9
contig-100_2137	1247.0	1405.0	KEAHIEPK_05075	960.0	hypothetical protein
contig-100_2138	116.0	697.0	KEAHIEPK_05076	2486.0	hypothetical protein
contig-100_2138	742.0	1383.0	KEAHIEPK_05077	4679.0	O-acetyl-ADP-ribose deacetylase
contig-100_2139	302.0	577.0	KEAHIEPK_05078	1960.0	DNA-binding protein HU
contig-100_2139	499.0	1119.0	KEAHIEPK_05079	3393.0	hypothetical protein
contig-100_2140	1122.0	1400.0	KEAHIEPK_05080	690.0	hypothetical protein
contig-100_2141	108.0	1004.0	KEAHIEPK_05081	4501.0	HTH-type transcriptional regulator GltR
contig-100_2142	8.0	1036.0	KEAHIEPK_05082	6953.0	hypothetical protein
contig-100_2143	468.0	770.0	KEAHIEPK_05083	1967.0	hypothetical protein
contig-100_2143	774.0	1211.0	KEAHIEPK_05084	2976.0	hypothetical protein
contig-100_2143	1160.0	1393.0	KEAHIEPK_05085	1321.0	hypothetical protein
contig-100_2144	37.0	1362.0	KEAHIEPK_05086	9646.0	2-octaprenylphenol hydroxylase
contig-100_2145	420.0	950.0	KEAHIEPK_05087	3892.0	hypothetical protein
contig-100_2145	1163.0	1348.0	KEAHIEPK_05088	517.0	hypothetical protein
contig-100_2146	8.0	256.0	KEAHIEPK_05089	839.0	hypothetical protein
contig-100_2146	253.0	873.0	KEAHIEPK_05090	3778.0	Transcriptional regulatory protein DesR
contig-100_2146	881.0	1213.0	KEAHIEPK_05091	2675.0	hypothetical protein
contig-100_2147	94.0	1260.0	KEAHIEPK_05092	5022.0	Modification methylase BspRI
contig-100_2148	53.0	1243.0	KEAHIEPK_05093	5961.0	2-methyl-aconitate isomerase
contig-100_2149	37.0	432.0	KEAHIEPK_05094	1567.0	hypothetical protein
contig-100_2149	549.0	1292.0	KEAHIEPK_05095	4005.0	hypothetical protein
contig-100_2150	100.0	438.0	KEAHIEPK_05096	2489.0	Nitrogen regulatory protein P-II
contig-100_2150	523.0	1008.0	KEAHIEPK_05097	3356.0	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
contig-100_2150	1068.0	1391.0	KEAHIEPK_05098	1218.0	tRNA-modifying protein YgfZ
contig-100_2151	61.0	264.0	KEAHIEPK_05099	1087.0	hypothetical protein
contig-100_2151	221.0	865.0	KEAHIEPK_05100	4432.0	hypothetical protein
contig-100_2151	804.0	1394.0	KEAHIEPK_05101	3064.0	hypothetical protein
contig-100_2152	38.0	976.0	KEAHIEPK_05102	5355.0	L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
contig-100_2153	89.0	259.0	KEAHIEPK_05103	756.0	hypothetical protein
contig-100_2153	381.0	1340.0	KEAHIEPK_05104	6080.0	hypothetical protein
contig-100_2154	1.0	606.0	KEAHIEPK_05105	2896.0	Phenylserine dehydratase
contig-100_2154	662.0	1336.0	KEAHIEPK_05106	5531.0	hypothetical protein
contig-100_2155	20.0	331.0	KEAHIEPK_05107	2375.0	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
